"repo","time_since_last_push","stars_count","forks_count"
"bioperl/Bio-DB-HIV",117562638,0,0
"biorack/metatlas",929371,13,9
"bishtgautam/elm-mosart-pnnl-discussion",128542344,0,0
"blab/ncov-d614g",69893944,14,2
"blaiszik/Globus-Catalog-Ingestor",241057876,0,0
"bluegreen-labs/daymetpy",118331841,16,10
"bluegreen-labs/daymetr",5289354,27,17
"bluesky/bluesky",176765,110,71
"bluesky/databroker",175045,29,38
"bluesky/ophyd",284227,37,70
"bmcage/odes",649991,114,37
"bmeyers/pvdaqQuery",146096705,2,0
"bnicolae/datastates",14231180,0,0
"bnl/pub-maffettone_2021_02",69813547,4,0
"BNLIF/bee-2d-plots",165097152,0,0
"BNLIF/bnl-letterhead",234931554,1,2
"BNLIF/CellMaker",262042587,0,0
"BNLIF/drop",1870992,3,1
"BNLIF/edg",4420070,0,0
"BNLIF/edg-jc",191382744,0,0
"BNLIF/lar-web",7832734,0,0
"BNLIF/lar-web-ml",90372247,0,0
"BNLIF/LAr_long_diff",258075690,0,0
"BNLIF/LEEana",5531571,0,3
"BNLIF/Magnify",127099392,0,2
"BNLIF/Magnify-icarus",41287115,0,2
"BNLIF/Magnify-light",179276927,0,0
"BNLIF/Magnify-protodune",111634817,1,2
"BNLIF/Magnify-tracking",101876916,0,0
"BNLIF/nnn15",249347854,0,0
"BNLIF/npps-highlights",101702304,0,0
"BNLIF/nuosc",278481163,0,0
"BNLIF/prospect-process",159760421,0,0
"BNLIF/rat-pac",33339948,0,0
"BNLIF/ress",197418917,0,0
"BNLIF/slowmon",22612680,0,0
"BNLIF/toy_matrix_inversion",259890242,0,0
"BNLIF/toy_remove_filter_smearing",262832255,0,0
"BNLIF/waf-tools",43782775,0,2
"BNLIF/wbls-bee",37747855,0,0
"BNLIF/wcp-icarus",68005207,0,0
"BNLIF/wcp-ssi-build",114983686,0,0
"BNLIF/wcp-uboone-bdt",673416,0,5
"BNLIF/Wiener-SVD-Unfolding",70584470,2,1
"BNLIF/wire-cell",2862355,5,5
"BNLIF/wire-cell-2dtoy",2862369,2,0
"BNLIF/wire-cell-3dst",2862413,0,0
"BNLIF/wire-cell-calo",123553430,0,0
"BNLIF/wire-cell-celltree",155595186,0,0
"BNLIF/wire-cell-data",6966168,0,2
"BNLIF/wire-cell-docs",170213196,0,2
"BNLIF/wire-cell-examples",114462553,0,0
"BNLIF/wire-cell-externals",246771976,0,1
"BNLIF/wire-cell-eyeball",176178254,0,0
"BNLIF/wire-cell-graph",114462550,0,0
"BNLIF/wire-cell-lsp",168315925,0,0
"BNLIF/wire-cell-matrix",114462547,0,0
"BNLIF/wire-cell-mcs",90959694,0,0
"BNLIF/wire-cell-nanoflann",114462541,0,0
"BNLIF/wire-cell-nav",114462534,0,1
"BNLIF/wire-cell-paal",114462528,0,0
"BNLIF/wire-cell-pid",32122447,0,0
"BNLIF/wire-cell-pydata",92053869,0,0
"BNLIF/wire-cell-pyinf",91482932,0,0
"BNLIF/wire-cell-pyutil",43792841,0,0
"BNLIF/wire-cell-quickhull",114462522,0,0
"BNLIF/wire-cell-ress",7511041,0,1
"BNLIF/wire-cell-rootdict",247973319,0,1
"BNLIF/wire-cell-rootvis",114462516,0,0
"BNLIF/wire-cell-signal",114462514,0,0
"BNLIF/wire-cell-sst",13967774,0,2
"BNLIF/wire-cell-tiling",114462507,0,0
"BNLIF/wire-cell-viz-webgl",253136549,0,0
"BNLIF/WMUtils",42585097,0,0
"BNLNPPS/BirdView",108269453,0,0
"BNLNPPS/BNLNPPS.github.io",614307,2,7
"BNLNPPS/LXR",5703540,0,0
"BNLNPPS/nopayloaddb",1232748,2,0
"BNLNPPS/shrek",861495,0,2
"BNLNPPS/tpc-rs",84929487,1,2
"BNLNPPS/xpload",18470637,1,3
"bogordon86/Battle_Of_The_Alamo",164504218,0,0
"boscomonkey/catalyst-support",274660250,0,0
"boscomonkey/doe-datasets",254200954,2,4
"boscomonkey/eere-exchange-microformats",267620152,1,0
"boscomonkey/energy.gov.data",260215571,0,1
"boscomonkey/solar-ready-vets",253492063,0,0
"bouchardlab/dynamicalcomponentsanalysis",26769378,25,10
"box121209/LANL-analysis",203986007,2,2
"bpbond/cosore",62300551,28,9
"bpbond/cpcrw_incubation",184728316,11,3
"bpbond/srdb",23426825,45,34
"bqskit/qfast",14263002,17,2
"bqskit/qsearch",21949572,29,9
"Brahdamon/SRNL_Internship",57515994,0,0
"brandonaaron/jquery-mousewheel",3832644,3903,1757
"brendenpetersen/deep-symbolic-optimization",341326,384,89
"brendenpetersen/deep-symbolic-regression",341326,384,89
"brettviren/custard",36887058,0,0
"brettviren/gegede",4252354,4,12
"brettviren/generaldomo",104114619,1,2
"brettviren/larf",213749741,0,0
"brettviren/pochoir",35771350,1,1
"brettviren/zipper",11405116,0,1
"BrianDavisMath/FDA-COVID19",16595705,0,1
"brianfrankcooper/ycsb",4326351,4544,2177
"bruneval/molgw",3901143,34,23
"bryanbritten/lanl",65226325,0,0
"bsmith89/2018-05-24-LBNL",161198316,0,0
"Btsan/FAST",28756763,1,0
"buddhasystem/phenix",118257760,0,0
"BuildingEnergyTools/tools-website",1383555,1,3
"BuildingEnergyTools/tools-website-lbnl",33505492,0,0
"BuildingEnergyTools/tools-website-nrel",26754099,0,0
"BuildingEnergyTools/tools-website-pnnl",27984236,0,0
"buildingsync/schema",607022,23,22
"burlen/SC11-100GB-Demo",288560722,0,0
"bvds/nutrlan",115858218,1,1
"bw4sz/2015-11-03-PNNL",242618832,0,0
"bw4sz/PNNLtest",242171627,0,0
"bwohlberg/sporco",43601431,227,37
"CabanaLab/cabana-tex",67997574,0,1
"caenels/epics-caenelsfastps",64956684,3,4
"CalacheMarc/Fossil-Fuel_CO-_emissions_Study",134253810,0,0
"Calebmambwe/LLNLPhysics",1811371,0,0
"Calebmambwe/LLNLPysics-PRE",2131135,0,0
"calebwherry/LIDS",373389864,0,0
"calmaccq/tket_blog",19371895,0,0
"campban/global_saltmarsh",18939738,3,0
"canga/mira",35684565,3,0
"cansas-org/nxcansas_examples",158190369,0,0
"carlograziani/bayesvaccineefficacy",49944741,6,1
"carlosmatherson/PolymerGCN",29087421,1,0
"carolynlober/CanAK_IMERG",19792784,0,0
"Carreau/brookhaven-20-05-2015",256607628,0,0
"cartavis/carta-backend",214185,21,6
"casadi/casadi",1427377,1279,322
"caseywstark/dachshund",222142740,2,3
"casperversteeg/WhALE",93495033,0,1
"catcatcz/Research-Codes-in-LBNL",268076148,0,0
"cbg-ethz/v-pipe",1542139,108,34
"cchriste/eavl_poster",286834702,0,0
"ccsi-toolset/foqus",601596,38,49
"cctbx/cctbx_project",133696,187,112
"CDAT/.github",91405330,0,0
"CDAT/acme_diags",183923102,0,1
"CDAT/analytics_scripts",98229250,0,1
"CDAT/askbot-devel",210648098,1,0
"CDAT/cd77",97983416,0,0
"CDAT/cdat",35838463,170,67
"CDAT/cdat-notebook-widgets",102191642,1,1
"CDAT/cdat-old-site",256680718,1,0
"CDAT/cdat.github.io",35752700,7,4
"CDAT/cdatgui",223842745,0,2
"CDAT/cdatweb",70145922,6,6
"CDAT/cdat_build_nightly",96419933,0,0
"CDAT/cdat_build_release",107985039,1,0
"CDAT/cdat_compute_graph",98237153,0,0
"CDAT/cdat_info",35837550,1,3
"CDAT/cdat_info-feedstock",119832623,0,0
"CDAT/cdat_usage2.0",19672360,0,1
"CDAT/cdms",35837516,8,10
"CDAT/cdms_manual",35837485,0,0
"CDAT/cdp",35837474,1,5
"CDAT/cdp-site",24364351,0,1
"CDAT/cdtime",35837321,0,2
"CDAT/cdtime-feedstock",119825068,0,0
"CDAT/cdutil",35837332,2,1
"CDAT/cdutil-feedstock",119313378,0,0
"CDAT/changelogger",137472632,0,0
"CDAT/ci-bots",190656464,0,1
"CDAT/compute_graph",148869183,0,0
"CDAT/conda-recipes",77159798,7,6
"CDAT/dask-cdms",126041931,0,0
"CDAT/distarray",64828258,0,1
"CDAT/distarray-feedstock",185425090,0,0
"CDAT/dv3d",84310567,1,0
"CDAT/e3sm_nex",98237478,0,1
"CDAT/EzGet",35837562,0,0
"CDAT/genutil",35837359,1,0
"CDAT/genutil-feedstock",101155885,0,0
"CDAT/image-compare",98221942,3,1
"CDAT/imageloader.js",319579972,3,3
"CDAT/Jupyter-notebooks",51380057,1,0
"CDAT/jupyter-practice-extension",102191597,0,0
"CDAT/jupyter-vcdat",82488652,6,5
"CDAT/jupyterlab-tutorial",74634333,4,1
"CDAT/jupyterlab-tutorial-extension",74632202,1,0
"CDAT/lats",35837375,0,1
"CDAT/libcdms",60564475,0,0
"CDAT/libcdms-feedstock",100731257,0,0
"CDAT/libcf",35837401,0,0
"CDAT/libcf-feedstock",99945774,0,0
"CDAT/libdrs",60468915,0,0
"CDAT/libdrs-feedstock",99943504,0,0
"CDAT/libdrs_f-feedstock",102992445,0,0
"CDAT/libnetcdf-feedstock",179886046,0,0
"CDAT/mesalib-circleci",101742516,0,0
"CDAT/mesalib-feedstock",156882885,0,0
"CDAT/mpich-feedstock",184041837,0,0
"CDAT/netcdf",256594252,0,0
"CDAT/netcdf-c",254697015,1,0
"CDAT/ocgis",302643866,0,0
"CDAT/parallel",98227334,1,1
"CDAT/ParaView",264989671,0,0
"CDAT/selenium-testlib",103569311,0,0
"CDAT/spark-cdms",137875151,0,0
"CDAT/staged-recipes",135199421,0,0
"CDAT/staticView",277688709,0,0
"CDAT/TestsRunner",92144450,0,0
"CDAT/thermo",35837345,0,1
"CDAT/tutorials",203986280,1,2
"CDAT/unidata",98229561,0,0
"CDAT/usage",18291795,1,3
"CDAT/Usage-Dashboard",198728842,0,2
"CDAT/UV-CDAT_scientific_examples",98221618,6,6
"CDAT/uvbot",233625509,1,2
"cdat/uvcdat",35838463,170,67
"CDAT/uvcdat-docs",208883912,0,1
"CDAT/uvcdat-testdata",98238167,2,5
"CDAT/uvcdat-web-be",98228955,0,0
"CDAT/uvcmetrics",98230864,3,8
"CDAT/uvdjango",304793350,3,2
"CDAT/UVIS_DV3D",286059599,2,0
"CDAT/vcdat",35837421,6,7
"CDAT/vcdat-jupyterlab-ext",98236966,0,0
"CDAT/vcs",35837452,19,13
"CDAT/vcs-js",147134831,3,3
"CDAT/VCS-widgets",164152967,0,3
"CDAT/vcsaddons",35837438,1,1
"CDAT/VisTrails",184213067,3,2
"CDAT/VTK",105875140,1,1
"CDAT/vtk-cdat",92066510,0,0
"CDAT/vtk-circleci",102203411,0,0
"CDAT/vtkProjTest",276399036,0,0
"CDAT/wk",84320888,2,3
"CDAT/xcdat_test",29197526,0,0
"CDAT/xmgrace",83189271,0,0
"cdw/d10_workloops",273712551,0,0
"cedadev/bbcp",284445323,0,0
"cedadev/cf-checker",22738848,61,31
"ceed/benchmarks",35428257,9,5
"ceed/fms",57447854,12,1
"CEED/Laghos",234945,151,51
"ceed/libceed",155451,152,36
"ceed/petsc",126373,0,3
"ceed/remhos",147024,17,7
"celehs/m2remap",12107071,6,3
"celeritas-project/acceleritas",8215234,0,0
"celeritas-project/atlas-tilecal-integration",8577230,0,1
"celeritas-project/benchmarks",355057,0,0
"celeritas-project/celeritas",117151,37,24
"celeritas-project/celeritas-docs",1220619,0,3
"celeritas-project/cmssw",345716,0,0
"celeritas-project/cuda-test-snippets",6301288,0,0
"celeritas-project/evd",3625344,0,0
"celeritas-project/geant4-sandbox",94510552,0,0
"celeritas-project/H5ToRoot",104337207,0,0
"celeritas-project/hgcal-prototype",10455194,0,0
"celeritas-project/orange-port",45612960,1,0
"celeritas-project/regression",2001499,0,0
"celeritas-project/utils",2404168,0,1
"celeritas-project/vecgeom-test",100158430,0,0
"CEN3031-Group-4/HotSpotApp",14230493,0,0
"cengover/esophagealcancer",58325172,0,0
"cengover/parallelFMI",52709846,0,0
"cerebras/modelzoo",2401582,647,82
"certik/ccms-10-poster",407609129,1,0
"certik/hermes1d-llnl",407114780,2,0
"certik/trilinos",255294036,0,2
"cesar-gr/mean_python_bootcamp",122330137,0,0
"cf-convention/repository-cf",293656465,1,0
"cfdemproject/parscale-public",202961103,7,10
"cfn-softbio/scianalysis",1299221,18,7
"cganley2/Data_Sharing_LLNL",46651950,0,0
"cgleggett/fcs-gpu",3196651,2,3
"cglosser/silo-fortran",230764761,0,0
"changliao1025/pnnl_poster_template",112031999,0,1
"channelaccess/ca",80710782,10,5
"channelaccess/ca_matlab",98873176,4,2
"chapel-lang/chapel",119875,1612,407
"ChaplainsBud/doe",78332563,0,0
"charleshtrenholm/LBL_takehome",15670765,0,0
"charuleka/LBNL-CA-ProdWaterDisposal",156977818,0,1
"cheginit/pygeohydro",3896371,57,20
"chekanov/hepjet",247638634,3,1
"chekanov/map2rmm",132447082,0,0
"cherngroupuva/gutzwiller_md",28074661,0,1
"choeffer/canary",163823173,2,1
"cholla-hydro/cholla",166437,55,28
"chr1shr/voro",21284827,100,32
"chrisknewman/tusas",674820,11,4
"Christopher-Bradshaw/genericio",145720061,3,2
"christopherkang/QUASAR-Summer19",119989939,2,0
"christophermayes/bmad-school",184044867,3,0
"chunhualiao/pubdocs",49140559,2,0
"cice-consortium/about-us",23518136,2,6
"cice-consortium/cice",1215270,43,119
"cice-consortium/icepack",1186105,22,100
"cisagov/cset",151608,1112,209
"cisagov/malcolm",3795893,1496,239
"cissieab/pinn-heat-equation",23015872,1,0
"cissieab/pytorch-paradnn",5520106,0,0
"citation-style-language/schema",14072930,169,64
"cjekel/piecewise_linear_fit_py",18137831,252,58
"cjekel/similarity_measures",11669221,207,35
"cjstorfer/LBNL_key_items",151614740,0,1
"ckelley2/nrt",22988838,4,0
"classic-tools/OSC",259853177,1,1
"Clay246/Perovskite-Analysis",53540445,0,0
"climateglobalchange/tempestremap",1888696,33,24
"clivar-prp/enso_metrics",14252671,21,12
"clivorsi/EERE-Budget-Justification",81717650,0,0
"cmecmetrics/cmec_xwmt",22034017,0,0
"cmgerber/Nuclear_Forensics_Analysis",254510847,0,1
"cmichelenstrofer/JuliaOceanWaves",132053,0,0
"cms-patatrack/pixeltrack-standalone",1588675,14,32
"cms-sw/cmssw",104174,933,4019
"cnanders/eureka.lbl.gov",200794888,0,0
"cnanders/matlab-bl12014-control",1798701,0,0
"cneale-lanl/mummi-c21095",29713320,0,0
"cobaltblueocean/Colt.NET_Core",1105581,0,1
"codarcode/chimbuko",3884340,6,2
"codarcode/chimbukovisualizationii",3799060,0,2
"codarcode/libpressio",72753886,6,4
"codarcode/z-checker",15986465,16,8
"codes-org/codes",4068580,33,13
"coffeateam/coffea",148660,109,106
"collaborativebioinformatics/alldb_seq_search",106701036,0,0
"columncolab/emc2",4926364,6,4
"comscope/comctqmc",9681042,3,2
"comscope/comdmft",8765117,25,14
"comscope/comrisb",271243,1,1
"comscope/comrisb_tutorial",8768137,0,1
"conda-forge/llnl-sina-feedstock",8637066,0,2
"conda-forge/miniforge",106326,3870,226
"conda-forge/wxpython-feedstock",2496908,2,20
"controlsystemstudio/phoebus",178424,59,72
"COSIMA/cice4",197187596,3,1
"COSIMA/cice5",8266787,4,12
"cosmicexplorer/raja-rs",38636750,0,0
"cosylab/webca",146029470,2,2
"crafthpc/floatsmith",70235920,2,3
"cran/inlcolor",9414339,0,0
"cran/inldata",88395841,0,0
"cran/inlpubs",958154,0,0
"cran/Rdsdp",4241558,1,0
"cran/rsed",177467746,0,0
"cran/Smisc",132828703,1,0
"cran/STAND",238508227,0,0
"cray/pe-scripts",58329777,14,4
"crbates/radsrc",290866544,0,0
"cris4allee/lbnl-polyfill",324260951,0,0
"critical-materials-institute/logkpredict",2734749,3,0
"crsjones/APU",2635416,1,0
"csalvaggio/camera_station",55649581,0,0
"CSCfi/ansible-role-singularity",47437993,1,2
"cselab/aphros",4391572,307,34
"cselab/cubismup_2d",217823533,5,0
"ctopcsutahedu/bricklib",13467941,4,8
"ctvillongco/LLNL",180963214,0,0
"cuihantao/PySundials",186555009,0,1
"cvmfs/cvmfs",107015,249,121
"cvmix/cvmix-description",262815938,8,4
"cvmix/cvmix-src",69683376,24,30
"cweyandt/lbnl-data-drivers",93528259,0,1
"cybersecurity-tools/v2w-bert",43018343,10,5
"cychan-lbnl/devastator",20201790,5,1
"cyrchi/geothermal-design-competition",96174959,0,1
"d-heck/vip-hpc-muster-skeleton",129683144,0,0
"daboehme/caliper-tutorial",28646425,2,0
"dakota-hawkins/SoftwareCarpentry",242171155,0,0
"Dananananana/dinosaurs",156119558,0,0
"dani-lbnl/2019_als_user_meeting",118710855,1,2
"dani-lbnl/2022_als_user_meeting",8445612,2,0
"dani-lbnl/camerawde2023",12679817,4,0
"dani-lbnl/covid_19_cxr_classification",60222785,1,0
"dani-lbnl/dani-lbnl.github.io",120953023,0,0
"dani-lbnl/resting",27920411,2,0
"dani-lbnl/sc20_pyhpc",35946730,12,5
"Daniel-Trung-Nguyen/Ag_EcoSOpt",212012883,0,2
"DanielJWood/flaming-octo-ironman",319950320,0,0
"danikam/planets-lbnl",122510527,0,0
"danOSU/vah_argonne",56141828,1,1
"daos-stack/daos",103880,569,251
"daos-stack/iof",7260487,0,2
"daos-stack/testmpio",244675,0,0
"darrenmcewan/Green_Index",6716145,0,0
"darshan-hpc/darshan",9976,44,23
"data-exchange/dxchange",9381556,33,38
"dataclip/myexperiments",257814652,0,0
"dataclip/planets",180532939,0,0
"datacurationnetwork/data-primers",165424,95,57
"datawithchris/Alternative-Fuel-Stations",119558681,0,0
"davdma/TransferLearningArgonne",21955985,0,0
"davidlinn/LLNLApp",131224607,0,1
"DavidRossHall/pnnl-talk",5849414,0,0
"davidsimeroth/ROOM",69808039,0,0
"dayda-entities/department-of-energy",66492197,0,0
"db-code-rabbit/Release-LLNL-LH2Transfer",7865154,2,0
"dbarajassolano/pnnl_mpi23",2159379,0,3
"dclee131/visualizing-opf",112646381,9,4
"dcswift/matdata",1387931,0,0
"ddiLab/Exploring_Artificial_Intelligence_Summer2021",61615240,1,1
"decarlof/dmagic",40783759,0,0
"deep87we/Load-disaggregation",37399979,2,0
"deephyper/deephyper",105230,225,55
"degorelick/CAP_PNNL",20870396,0,0
"delphes/delphes",4015715,96,194
"dense-analysis/ale",263518,12716,1374
"dependablesystemslab/tensorfi",67037136,41,23
"dependablesystemslab/tensorfi-binaryfi",106074252,3,1
"desul/desul",3026914,27,11
"dgerb/DCBuildingSimModelica",110404883,0,0
"dghoshal-lbl/dac-man",61348316,3,2
"dghoshal-lbl/madats",88163912,1,0
"dharp/matk",19532481,6,3
"dhhxu/LBNL-energydb",256084552,1,0
"dhhxu/LBNL-ion7350-interface",219527992,1,2
"dhhxu/LBNL-lucid",255895950,1,0
"dhmunro/yorick-doc",61426838,0,1
"dhudetz/ADQ14Control",122344664,1,1
"diatomic/diy",1908674,49,21
"diatomic/tess2",32845381,26,6
"dicengine/dice",7251893,276,112
"dioptas/dioptas",355277,47,31
"discourse/discourse",99660,38215,8023
"djacobow/pubscout",18035506,2,1
"djinnome/2016-12-2-pnnl",208030638,0,0
"djinnome/2017-05-04-pnnl",190249878,0,0
"djinnome/2017-06-26-pnnl",190249602,0,0
"djinnome/2017-07-27-PNNL",188769525,0,0
"djinnome/2017-12-18-PNNL",158785717,0,0
"djinnome/apeg_pnnlcyc",56907482,0,0
"djinnome/apeg_pnnlcyc-kb",181507773,0,0
"dkirkby/ArgonneLymanAlpha",220834608,2,0
"dlaw/ccd-charge-diffusion",358807521,3,0
"dlebron12/LLNL-2017-Hackathon",188498236,0,0
"DLHub-Argonne/blackhole-mergers",49250928,4,1
"DLHub-Argonne/CANDLE",122433653,0,0
"DLHub-Argonne/DLHub-Argonne.github.io",90456012,2,1
"DLHub-Argonne/dlhub_cli",91916573,6,1
"DLHub-Argonne/dlhub_client",148249268,0,0
"DLHub-Argonne/dlhub_containers",131939348,2,1
"DLHub-Argonne/dlhub_examples",90252491,20,6
"DLHub-Argonne/dlhub_schemas",58059919,1,0
"DLHub-Argonne/dlhub_sdk",3099397,27,6
"DLHub-Argonne/dlhub_service",3191118,8,0
"DLHub-Argonne/dlhub_tutorials",133210177,0,1
"DLHub-Argonne/home_run",50957271,0,1
"DLHub-Argonne/qc-dlhub",115862866,0,0
"dls-controls/cryoconm14",105955769,0,0
"dls-controls/cryoconm32",105955851,0,1
"dls-controls/enzlocum4",191844327,0,0
"dls-controls/ethercat",22383525,17,10
"dls-controls/mks937a",234865334,0,0
"dls-controls/mks937b",235365739,1,2
"dls-controls/mks9xx",234858167,2,0
"dls-controls/pr4000",121579691,0,1
"dls-controls/ttiex355p",239165533,0,0
"dmgt/SWC_python",187462546,0,0
"dohnarms/mda_load-matlab",157848947,1,0
"dohnarms/mda_utilities",62985521,0,1
"dokeeffe87/Glassy-physics-simulations",233668052,3,1
"dongfangzhao/FusionFS-Surveyor",333388247,1,0
"dornfest/HyPhy-Cori",71097628,0,0
"dotsdl/swc_pnnl_data",221361153,0,0
"dotsdl/swc_pnnl_python",220835550,0,0
"dougUCN/LANE",34815420,0,0
"dougUCN/LANE-client",17425194,0,0
"dougUCN/LANE-server",15952573,0,0
"doxygen/doxygen",130089,4861,1189
"dprovasoli/QuantumPartonShower",64228236,0,0
"Dragan-Manevski/Fetch_data_from_API_with_Authentication-National_Renewable_Energy_Laboratory",5190427,0,0
"drbenmorgan/fnal-art",129006882,0,0
"drbenmorgan/fnal-canvas_root_io",129007283,0,0
"drbenmorgan/fnal-hep_concurrency",129007705,0,0
"drsmith48/pppl-mdsplus-python",181603284,0,0
"dtnaylor124/modelmicrobialcommunity",103769441,0,0
"dun/munge",6824256,209,44
"DUNE/2x2_sim",278369,2,5
"DUNE/abcdune",3800822,0,0
"DUNE/bnl-if-computing-requirements",219794282,0,0
"DUNE/cdr",223845842,2,5
"DUNE/cern-prototype-proposal",223467228,0,5
"DUNE/computing-basics",778023,1,1
"DUNE/Computing-CDR",26723247,0,1
"DUNE/computing-papers",96229194,0,0
"DUNE/Computing-Projects",80317374,0,0
"DUNE/computing-training-202105",50184797,0,2
"DUNE/computing-training-202112",47356650,1,0
"DUNE/computing-training-basics",14280617,1,1
"DUNE/computing-training-basics-short",11606559,1,1
"DUNE/daphne2_fpga",761392,0,1
"DUNE/daq_firmware",159236097,0,0
"DUNE/data-mgmt-ops",82091928,3,0
"DUNE/data-mgmt-testing",17165418,4,0
"DUNE/DataCatalogDocs",11206763,0,0
"DUNE/dist-comp",100667002,2,0
"DUNE/dmclient",6238245,0,1
"DUNE/document-guidance",89685565,2,1
"DUNE/dqmconfig",78709114,0,0
"DUNE/dune-cdb-proposal",136485684,0,0
"DUNE/dune-computing-model",163266889,0,0
"DUNE/dune-cvn",73186666,1,2
"DUNE/dune-justin",967788,1,2
"DUNE/dune-params",133044425,0,1
"DUNE/dune-prod-utils",71463603,0,0
"DUNE/dune-raw-data",12178317,0,0
"DUNE/dune-tdr",63505878,4,7
"DUNE/DUNE-Timing-System-DTS-Endpoint-v2-Interface",12090554,0,0
"DUNE/dune-tms",5542463,0,1
"DUNE/dune-us-nd-pdr",78964417,0,0
"DUNE/dune-vpf",72382069,0,0
"DUNE/dune-web",192306633,0,0
"DUNE/dune-wfa",57223685,0,0
"DUNE/duneana",154271,0,12
"DUNE/duneana-1",31361379,0,1
"DUNE/duneanaobj",1295949,0,3
"DUNE/dunecalib",686897,0,4
"DUNE/dunecore",686879,0,12
"DUNE/dunedaqdataformats",3170637,0,0
"DUNE/dunedataprep",686864,0,2
"DUNE/dunedb",1566971,2,0
"DUNE/dunedetdataformats",3170599,0,0
"DUNE/duneexamples",686849,0,1
"DUNE/duneggd",24457279,1,3
"DUNE/dunendggd",1818703,0,6
"DUNE/dunendlar",5022459,0,3
"DUNE/duneopdet",351440,2,11
"DUNE/dunepdlegacy",3713817,0,1
"DUNE/dunepdsprce",71102970,0,0
"DUNE/dunepisces",18820512,0,0
"DUNE/duneprototypes",354060,0,6
"DUNE/dunereco",641759,3,17
"DUNE/dunesim",686789,3,10
"DUNE/dunesw",686772,3,18
"DUNE/duneutil",686757,0,0
"DUNE/dune_plot_style",7272406,1,2
"DUNE/edep-sim",75841882,0,0
"DUNE/FAQ",11478306,0,0
"DUNE/fd-daq-glossary",149998672,0,0
"DUNE/femb_csharp",212210687,0,0
"DUNE/femb_doc",170630197,0,0
"DUNE/femb_firmware",181549512,0,0
"DUNE/femb_labview",186611567,0,0
"DUNE/femb_python",54065452,1,4
"DUNE/fnal-art",257704804,0,1
