Search Query,Results Found,GitHub,How Found
,,exanauts/BatchHessianArtifact,Umbrella
,,exanauts/BlockPowerFlow.jl,Umbrella
,,exanauts/JuliaCon2020,Umbrella
,,exanauts/Hiop.jl,Umbrella
,,exanauts/DOPT.jl,Umbrella
,,exanauts/ExaPF-data,Umbrella
,,exanauts/PFKernels.jl,Umbrella
,,exanauts/Hiop_jll.jl,Umbrella
,,exanauts/Simplex.jl,Umbrella
,,exanauts/JuliaCon2020_archive,Umbrella
,,exanauts/NCCL.jl,Umbrella
,,exanauts/acopf.jl,Umbrella
,,exanauts/MiniPETSc.jl,Umbrella
,,exanauts/aduprop,Umbrella
,,exanauts/ForwardDiff.jl,Umbrella
,,exanauts/OSQP.jl,Umbrella
,,scollis/regional_display,Search Finding
,,haridas-das/argonne-lcf-ai-science-training-series,Search Finding
,,ba50/nBody,Search Finding
,,EeshGupta/Transferability-of-QAOA-Parameters,Search Finding
,,zahmeeth/LDRD-SDL-ANL_Git,Search Finding
,,mooresethmoore/AIhackMD,Search Finding
,,Zilinghan/FaaS-web,Search Finding
,,EeshGupta/Transferability-of-QAOA-Parameters-2021,Search Finding
,,balsam-alcf/balsam ,Search Finding
,,abarnea/Bispectrum,Search Finding
,,rcjackson/MiniSemester,Search Finding
,,balsam-alcf/vasp-users ,Search Finding
,,spc-group/pyAXEAP,Search Finding
,,mefuller/MESS_tutorial,Search Finding
,,texasrut/MPI,Search Finding
,,mtdearing/BIS-intro-to-AI,Search Finding
,,ZhiyiZhao/Argonne-Lab-Machine-Learning-System-for-Avian-Solar-Monitoring-,Search Finding
,,anthonynguyen2021/ANL_research_intern,Search Finding
,,zhenghh04/zhenghh04.github.io,Search Finding
,,rajanisamir/anomaly_bird,Search Finding
,,sdivanji/pvfs_sim,Search Finding
,,aacosta13/IDEAS-Work,Search Finding
,,mjkramer/pLAPPD,Search Finding
,,hepnos/HEPnOS,Search Finding
,,hepnos/HEPnOS-Autotuning,Umbrella
,,hepnos/HEPnOS-Wizard,Umbrella
,,hepnos/HEPnOS-ICARUS-Benchmark,Umbrella
,,hepnos/HEPnOS-Dataloader,Umbrella
,,hepnos/HEPnOS-PEP-Benchmark,Umbrella
,,hepnos/HEPnOS-NOvA-Classes,Umbrella
,,hepnos/HEPnOS-HDF2HEPnOS,Umbrella
,,kbhadury/Solitaire-Cipher,Search Finding
,,roussel-ryan/ScreenTools,Search Finding
,,EiffL/GenericIO,Search Finding
,,tcew/ATPESC16,Search Finding
,,caldwellshane/bdnROOT,Search Finding
,,billbailey21/ANL-D3-Parser,Search Finding
,,arxrean/AIHack2022,Search Finding
,,bericp1/aps-beam-notify-legacy,Search Finding
,,zawislakdawid/autoperfdb2,Search Finding
,,maxdubnowski/SULI-2023,Search Finding
,,saforem2/ai4sci-large-scale-training,Search Finding
,,ddiLab/Exploring_Artificial_Intelligence_Summer2021,Search Finding
,,kahoughton/Mothur-commands-MiSeq-16S,Search Finding
,,carlosmatherson/PolymerGCN,Search Finding
,,CabanaLab/cabana-tex,Search Finding
,,bericp1/aps-beam-notify,Search Finding
,,cdw/d10_workloops,Search Finding
,,sdivanji/burst_buffers,Search Finding
,,blaiszik/Globus-Catalog-Ingestor,Search Finding
,,scverhagen/aht,Search Finding
,,mihirkatare/ML-HOM-analysis,Search Finding
,,IsaiahPritchard/SULI-SummerInternship2022,Search Finding
,,anthonynguyen2021/Optimization,Search Finding
,,dzetterb/Summer_2022,Search Finding
,,frankwang95/shuffled_complex_evolution,Search Finding
,,mierl/WaggleDB,Search Finding
,,harr1582/Vehicle_Emission_Data_Cleaned,Search Finding
,,acadien/xrdAnalysis,Search Finding
,,timmorey/parallel-netcdf,Search Finding
,,dhudetz/ADQ14Control,Search Finding
,,omkar-sunkersett/summer-internship,Search Finding
,,siddharth-maddali/mrbcdi,Search Finding
,,beckslopez/Visualizing-Randomized-Optimization-Methods,Search Finding
,,Luke-Jacobs/WaterSegmentation,Search Finding
,,jhollowed/cosmo-legacy,Search Finding
,,Daniel-Trung-Nguyen/Ag_EcoSOpt,Search Finding
anl.gov,35,,
,,0tt3r/QuaC,Search Finding
,,ahmadia/atpesc-2013,Search Finding
,,qsnake/petsc,Search Finding
,,Christopher-Bradshaw/genericio,Search Finding
,,NekBox/NekBox,Search Finding
,,NekBox/nekpy,Umbrella
,,kuromajutsu-dev/rpl.cels.anl.gov,Search Finding
,,wscullin/softenv2,Search Finding
,,jeonghanlee/usbMouse,Search Finding
,,benmcclelland/cobalt,Search Finding
,,soumagne/mercury_posix,Search Finding
,,silug/cobalt,Search Finding
,,LuckierDodge/liquidhandling,Search Finding
,,pdlfs/ssg,Search Finding
,,biddisco/mercury,Search Finding
,,shuuji3/mochi-boot-camp,Search Finding
,,jizhongling/EIC-physics_benchmarks,Search Finding
,,SPEAR-IIT/CODES,Search Finding
,,PATRIC3/p3_solr_service,Search Finding
,,eic/containers,Search Finding
,,eic/epic,Umbrella
,,eic/EICrecon,Umbrella
,,eic/epic-prod,Umbrella
,,eic/epic-analysis,Umbrella
,,eic/drich-dev,Umbrella
,,eic/tutorial-setting-up-environment,Umbrella
,,eic/job_submission_condor,Umbrella
,,eic/eic-spack,Umbrella
,,eic/python-analysis-bootcamp,Umbrella
,,eic/eic-smear,Umbrella
,,eic/tutorial-jana2,Umbrella
,,eic/tutorial-simulations-using-ddsim-and-geant4,Umbrella
,,eic/tutorial-geometry-development-using-dd4hep,Umbrella
,,eic/afterburner,Umbrella
,,eic/eic-shell,Umbrella
,,eic/doxygen,Umbrella
,,eic/simulation_campaign_datasets,Umbrella
,,eic/EDM4eic,Umbrella
,,eic/east,Umbrella
,,eic/juggler,Umbrella
,,eic/irt,Umbrella
,,eic/detector_benchmarks,Umbrella
,,eic/epic-data,Umbrella
,,eic/HEPMC_Merger,Umbrella
,,eic/Synchrotron_Radiation_event_generator,Umbrella
,,eic/SR_event_generator,Umbrella
,,eic/edpm,Umbrella
,,eic/estarlight,Umbrella
,,eic/phonebook-cli,Umbrella
,,eic/simulation_campaign_hepmc3,Umbrella
,,eic/eic.github.io,Umbrella
,,eic/firehose,Umbrella
,,eic/motd,Umbrella
,,eic/simulation_campaign_single,Umbrella
,,eic/spack,Umbrella
,,eic/run-cvmfs-osg-eic-shell,Umbrella
,,eic/npsim,Umbrella
,,eic/pyjano,Umbrella
,,eic/ip6,Umbrella
,,eic/athena,Umbrella
,,eic/job_submission_slurm,Umbrella
,,eic/epic-annaK,Umbrella
,,eic/view,Umbrella
,,eic/combined_benchmarks,Umbrella
,,eic/hepmc3ascii2root,Umbrella
,,eic/utilities,Umbrella
,,eic/trigger-gitlab-ci,Umbrella
,,eic/algorithms,Umbrella
,,eic/.github,Umbrella
,,eic/eicd,Umbrella
,,eic/tutorial-lesson-example,Umbrella
,,eic/fun4all_eicdetectors,Umbrella
,,eic/generate-meeting-slides,Umbrella
,,eic/eic-spack-environments,Umbrella
,,eic/epic-eic.org,Umbrella
,,eic/eic-spack-docker,Umbrella
,,eic/discussions,Umbrella
,,eic/root-to-gltf-exporter,Umbrella
,,eic/phoenix-eic-event-display,Umbrella
,,eic/tutorial-styles,Umbrella
,,eic/eicsmeardetectors,Umbrella
,,eic/fun4all_eicmacros,Umbrella
,,eic/fun4all_eic_qa,Umbrella
,,eic/Singularity,Umbrella
,,eic/d1,Umbrella
,,eic/indico-mattermost-notifications,Umbrella
,,eic/make,Umbrella
,,eic/EicData,Umbrella
,,eic/testgitlfs,Umbrella
,,eic/hsf.github.io,Umbrella
,,eic/root2cad,Umbrella
,,eic/fun4all_coresoftware,Umbrella
,,eic/fun4all_calibrations,Umbrella
,,eic/geo_gltf_convert,Umbrella
,,eic/fun4all_macros,Umbrella
,,eic/fun4all_eiccalibrations,Umbrella
,,eic/delphes_EIC,Umbrella
,,eic/hybrid_calorimeter_tools,Umbrella
,,eic/BeastMagneticField,Umbrella
,,eic/uproot4,Umbrella
,,eic/eicSimuBeamEffects,Umbrella
,,eic/online_distribution,Umbrella
,,eic/acts,Umbrella
,,eic/eic-spack-cvmfs,Umbrella
,,eic/fun4all_tutorials,Umbrella
,,eic/documents,Umbrella
,,eic/compton,Umbrella
,,eic/example_workflows,Umbrella
,,eic/Milou3d,Umbrella
,,eic/cvmfs-singularity-sync,Umbrella
,,eic/eicmcio,Umbrella
,,eic/g4lblvtx,Umbrella
,,eic/g4drcalo,Umbrella
,,eic/EicToyModel,Umbrella
,,eic/eictoydetector,Umbrella
,,eic/fun4allgdmlimport,Umbrella
,,eic/eic-spack-cvmfs-config,Umbrella
,,eic/eic-spack-cvmfs-config-server,Umbrella
,,eic/escalate,Umbrella
,,eic/magic_castle,Umbrella
,,eic/setup-cvmfs,Umbrella
,,eic/fun4all_opt_scripts,Umbrella
,,eic/eic-spack-cvmfs-tests,Umbrella
,,eic/fun4all_g4exampledetector,Umbrella
,,eic/setup-spack,Umbrella
,,eic/eic-spack-build,Umbrella
,,eic/setup-singularity,Umbrella
,,eic/webdev,Umbrella
,,eic/nanocernlib,Umbrella
,,eic/fun4all_eic_tutorials,Umbrella
,,eic/EicRoot,Umbrella
,,eic/fun4all_g4jleic,Umbrella
,,eic/ejana,Umbrella
,,eic/eicsmear-jetexample,Umbrella
,,eic/PEPSI,Umbrella
,,eic/qinhua,Umbrella
,,eic/g4hakanvtx,Umbrella
,,eic/Fun4All-lmon,Umbrella
,,eic/RDBC,Umbrella
,,eic/fun4all_GenFit,Umbrella
,,erikbostrom/Nek5000-Outflow,Search Finding
,,EinsteinToolkit/ExternalLibraries-PETSc,Search Finding
,,glennklockwood/gpcnet,Search Finding
,,jacobwilliams/MINPACK-2,Search Finding
,,adevress/MPICH-BlueGene,Search Finding
,,fabianp/tron,Search Finding
,,Insomnia1437/msi,Search Finding
,,zhiyuli/pnetcdf,Search Finding
,,minitu/dumpi-cortex,Search Finding
,,EiffL/GenericIO,Search Finding
,,gyankos/DGSOL,Search Finding
,,lmjong/data-exchange,Search Finding
,,lmjong/data-exchange,Search Finding
,,krg-uoi/GSAS1-Data-Watcher,Search Finding
,,cran/Rdsdp,Search Finding
Brookhaven,128,,
,,BNLNPPS/BNLNPPS.github.io,Search Finding
,,BNLNPPS/shrek,Umbrella
,,BNLNPPS/nopayloaddb,Umbrella
,,BNLNPPS/LXR,Umbrella
,,BNLNPPS/xpload,Umbrella
,,BNLNPPS/tpc-rs,Umbrella
,,BNLNPPS/BirdView,Umbrella
,,sciollalab/BNL_ThermomechanicalStave,Search Finding
,,sciollalab/AlyssaGlue,Umbrella
,,sciollalab/Alyssa,Umbrella
,,sciollalab/BNLStaveAssembly-blueprint,Umbrella
,,EVS-ATMOS/CABABORR,Search Finding
,,EVS-ATMOS/argonne-remote-sensing,Umbrella
,,EVS-ATMOS/Meteocat_ANL_collaboration,Umbrella
,,EVS-ATMOS/rain-gauge-quality,Umbrella
,,EVS-ATMOS/air-quality-sensors,Umbrella
,,EVS-ATMOS/surface-flux-analysis,Umbrella
,,EVS-ATMOS/flaming_heap,Umbrella
,,EVS-ATMOS/chicago-data-warehouse,Umbrella
,,EVS-ATMOS/cmac2.0,Umbrella
,,EVS-ATMOS/introductory_python,Umbrella
,,EVS-ATMOS/vita,Umbrella
,,EVS-ATMOS/atmos-tower,Umbrella
,,EVS-ATMOS/environments,Umbrella
,,EVS-ATMOS/TRACER,Umbrella
,,EVS-ATMOS/e3sm-precip,Umbrella
,,EVS-ATMOS/precipitation-onset,Umbrella
,,EVS-ATMOS/cmdv-rrm-anl,Umbrella
,,EVS-ATMOS/storm-structure,Umbrella
,,EVS-ATMOS/precip_change,Umbrella
,,EVS-ATMOS/phase-testbed,Umbrella
,,EVS-ATMOS/darwin-precipitation,Umbrella
,,EVS-ATMOS/chicago-nowcast,Umbrella
,,EVS-ATMOS/pyart-notebooks,Umbrella
,,EVS-ATMOS/CVD-colormaps,Umbrella
,,EVS-ATMOS/sgp-scanning,Umbrella
,,EVS-ATMOS/chart_discussion,Umbrella
,,EVS-ATMOS/houston,Umbrella
,,EVS-ATMOS/xsapr_clutter_project,Umbrella
,,EVS-ATMOS/Py-CAWS,Umbrella
,,EVS-ATMOS/arm_sapr_tools,Umbrella
,,EVS-ATMOS/stm_2018_pyart_course,Umbrella
,,EVS-ATMOS/ACE-ENA-EVA,Umbrella
,,EVS-ATMOS/pyart_for_power,Umbrella
,,EVS-ATMOS/high_resolution_hydrology,Umbrella
,,EVS-ATMOS/dealias,Umbrella
,,EVS-ATMOS/ena-xsapr2,Umbrella
,,EVS-ATMOS/SULI2017,Umbrella
,,EVS-ATMOS/twpice_mmic,Umbrella
,,EVS-ATMOS/radarcloud,Umbrella
,,EVS-ATMOS/global_dsds,Umbrella
,,EVS-ATMOS/TwitterRadar,Umbrella
,,EVS-ATMOS/ARM-Alaska,Umbrella
,,EVS-ATMOS/ARM-Azores,Umbrella
,,EVS-ATMOS/WRF_les_plotting,Umbrella
,,EVS-ATMOS/learning,Umbrella
,,EVS-ATMOS/radar_in_the_cloud,Umbrella
,,EVS-ATMOS/rain_on_the_plains,Umbrella
,,EVS-ATMOS/demonstration,Umbrella
,,EVS-ATMOS/SULI-2015,Umbrella
,,EVS-ATMOS/HRRR,Umbrella
,,EVS-ATMOS/pyart_short_course,Umbrella
,,EVS-ATMOS/ldm_radar,Umbrella
,,EVS-ATMOS/summer-reports,Umbrella
,,EVS-ATMOS/agent-based-analysis,Umbrella
,,JackieLee23/KNN-Tutorial,Search Finding
,,dlaw/ccd-charge-diffusion,Search Finding
,,nsookhoo360/BNL-Mini-Semester-SciComp105,Search Finding
,,Carreau/brookhaven-20-05-2015,Search Finding
,,NRT-hackathon/2022-Brookhaven-National-Laboratory,Search Finding
,,estebancj/Brookhaven-National-Laboratory-Postdoctoral-application,Search Finding
,,kmcmahon4/Brookhaven-Laboratory---Computational-Physics-201,Search Finding
,,morelandjs/BNL17,Search Finding
,,lcapelluto/WbLS,Search Finding
,,JackieLee23/SULI-2022,Search Finding
,,RollandMichael7/BNL-scripts,Search Finding
,,StullSet/QISWork,Search Finding
,,jthaller/BNL_Thesis,Search Finding
,,a-ghose/XANES-NNEnsemble_Notebooks,Search Finding
,,MaXerri/HSRP-,Search Finding
,,gabbyvaillant/BNL_Exercises,Search Finding
,,Lindt8/CLSQ2,Search Finding
,,SAzevedo/BNL_Internship_Poster,Search Finding
,,zeevd/Cosmic-Ray-Detector-Android,Search Finding
,,nechavarria5399/completedprojects,Search Finding
,,stetef/nano-XANES-microscopy-of-Fe,Search Finding
,,MikSmir/BNL_EMCCD_ChargeDistributionModel,Search Finding
,,mueninghoffa/coincidence_LMFIT,Search Finding
,,a-ghose/GCN_Notebooks,Search Finding
Brookhaven National Laboratory,13,,
,,BNLNPPS/BNLNPPS.github.io,Search Finding
,,BNLNPPS/shrek,Umbrella
,,BNLNPPS/nopayloaddb,Umbrella
,,BNLNPPS/LXR,Umbrella
,,BNLNPPS/xpload,Umbrella
,,BNLNPPS/tpc-rs,Umbrella
,,BNLNPPS/BirdView,Umbrella
,,JackieLee23/KNN-Tutorial,Search Finding
,,NRT-hackathon/2022-Brookhaven-National-Laboratory,Search Finding
,,dlaw/ccd-charge-diffusion,Search Finding
,,estebancj/Brookhaven-National-Laboratory-Postdoctoral-application,Search Finding
,,nsookhoo360/BNL-Mini-Semester-SciComp105,Search Finding
,,isaacv-pl/AdvancedScientificComputing,Search Finding
,,a-ghose/XANES-NNEnsemble_Notebooks,Search Finding
,,SAzevedo/BNL_Internship_Poster,Search Finding
,,nechavarria5399/completedprojects,Search Finding
,,stetef/nano-XANES-microscopy-of-Fe,Search Finding
,,MikSmir/BNL_EMCCD_ChargeDistributionModel,Search Finding
,,a-ghose/GCN_Notebooks,Search Finding
BNL,476,,
bnl.gov,8,,
,,NSLS-II/N2SNUserTools,Search Finding
,,NSLS-II/edrixs,Umbrella
,,NSLS-II/NSLS-II.github.io,Umbrella
,,NSLS-II/bloptools,Umbrella
,,NSLS-II/sirepo-bluesky,Umbrella
,,NSLS-II/qmicroscope,Umbrella
,,NSLS-II/lsdc,Umbrella
,,NSLS-II/centroids,Umbrella
,,NSLS-II/scipy-binder,Umbrella
,,NSLS-II/GeRM_embedded,Umbrella
,,NSLS-II/nslsii,Umbrella
,,NSLS-II/nsls2-detector-handlers,Umbrella
,,NSLS-II/start-sirepo-action,Umbrella
,,NSLS-II/scientific-python-cookiecutter,Umbrella
,,NSLS-II/PyXRF,Umbrella
,,NSLS-II/ComponentDB,Umbrella
,,NSLS-II/xpdAcq,Umbrella
,,NSLS-II/nsls2-software-config,Umbrella
,,NSLS-II/app-deploy-tools,Umbrella
,,NSLS-II/lsdc-processing,Umbrella
,,NSLS-II/mx-processing,Umbrella
,,NSLS-II/tpx3awkward,Umbrella
,,NSLS-II/ADScanSim,Umbrella
,,NSLS-II/nslsii-kafka,Umbrella
,,NSLS-II/PyELEGANT,Umbrella
,,NSLS-II/installSynApps,Umbrella
,,NSLS-II/nsls2-api,Umbrella
,,NSLS-II/splunk-email-api,Umbrella
,,NSLS-II/profile-collection-ci,Umbrella
,,NSLS-II/databroker-nsls2-dist,Umbrella
,,NSLS-II/databroker-nsls2,Umbrella
,,NSLS-II/ptycho_gui,Umbrella
,,NSLS-II/xsecurelock,Umbrella
,,NSLS-II/aphla,Umbrella
,,NSLS-II/artwork,Umbrella
,,NSLS-II/QEPro,Umbrella
,,NSLS-II/SynchWeb,Umbrella
,,NSLS-II/deep-beamline-simulation,Umbrella
,,NSLS-II/modbus_exporter,Umbrella
,,NSLS-II/kibron-FilmWareX-ophyd,Umbrella
,,NSLS-II/eiger-io,Umbrella
,,NSLS-II/community.vmware,Umbrella
,,NSLS-II/profile_lab3_picam,Umbrella
,,NSLS-II/systemd-softioc,Umbrella
,,NSLS-II/pyCHX,Umbrella
,,NSLS-II/eurotherm2k,Umbrella
,,NSLS-II/profile_lob1_lab3_ws1,Umbrella
,,NSLS-II/dpcmaps,Umbrella
,,NSLS-II/archiver-proxy,Umbrella
,,NSLS-II/facility-info,Umbrella
,,NSLS-II/constrained-matrix-factorization,Umbrella
,,NSLS-II/bstest,Umbrella
,,NSLS-II/xmidas,Umbrella
,,NSLS-II/suitcase-xdi,Umbrella
,,NSLS-II/suitcase-nexus,Umbrella
,,NSLS-II/rucio-nsls2,Umbrella
,,NSLS-II/pizza-box,Umbrella
,,NSLS-II/olog,Umbrella
,,NSLS-II/nsls2-catalogs,Umbrella
,,NSLS-II/ipchange,Umbrella
,,NSLS-II/exp-queueclient,Umbrella
,,NSLS-II/databroker-elasticsearch,Umbrella
,,NSLS-II/bluesky-widgets-demo,Umbrella
,,NSLS-II/arvpyf,Umbrella
,,NSLS-II/analysisstore,Umbrella
,,NSLS-II/NSLS2MachineMonitor,Umbrella
,,NSLS-II/bad-seeds,Umbrella
,,NSLS-II/mily,Umbrella
,,NSLS-II/um2022,Umbrella
,,NSLS-II/tortilla,Umbrella
,,NSLS-II/acqiris,Umbrella
,,NSLS-II/conftrak,Umbrella
,,NSLS-II/amostra,Umbrella
,,NSLS-II/docker-images,Umbrella
,,NSLS-II/recordwhat,Umbrella
,,NSLS-II/pyOlog,Umbrella
,,NSLS-II/epics-relay,Umbrella
,,NSLS-II/Docker-Builder,Umbrella
,,NSLS-II/epicsPython,Umbrella
,,NSLS-II/Synchrotron-Radiation-Workshop,Umbrella
,,NSLS-II/arptools,Umbrella
,,NSLS-II/xautolock,Umbrella
,,NSLS-II/bluesky-widgets-demo-quickstart,Umbrella
,,NSLS-II/pv-watchdog,Umbrella
,,NSLS-II/repo2docker-action,Umbrella
,,NSLS-II/Install-Configurations,Umbrella
,,NSLS-II/ics710,Umbrella
,,NSLS-II/jupyter-duoauthenticator,Umbrella
,,NSLS-II/StreamDevice,Umbrella
,,NSLS-II/sirepo-healthcheck,Umbrella
,,NSLS-II/caproto-lightning-slides,Umbrella
,,NSLS-II/Self-Supervised,Umbrella
,,NSLS-II/aimm-binder,Umbrella
,,NSLS-II/archiver-appliance,Umbrella
,,NSLS-II/ADEmergentVision,Umbrella
,,NSLS-II/ADPluginKafka,Umbrella
,,NSLS-II/broker-tutorial,Umbrella
,,NSLS-II/ansible-mongo,Umbrella
,,NSLS-II/Hera-384,Umbrella
,,NSLS-II/bluesky-kafka,Umbrella
,,NSLS-II/lightsource2-recipes,Umbrella
,,NSLS-II/polyscience4100,Umbrella
,,NSLS-II/csx_notebooks,Umbrella
,,NSLS-II/play-deployAD,Umbrella
,,NSLS-II/prompt-papermill,Umbrella
,,NSLS-II/sirepo-bluesky-legacy,Umbrella
,,NSLS-II/sirepo-dev-config,Umbrella
,,NSLS-II/doct,Umbrella
,,NSLS-II/docs,Umbrella
,,NSLS-II/epics-modules,Umbrella
,,NSLS-II/debian-with-miniconda,Umbrella
,,NSLS-II/summer-student-exercises,Umbrella
,,NSLS-II/databroker-browser,Umbrella
,,NSLS-II/plans-tutorial,Umbrella
,,NSLS-II/controls-doctor,Umbrella
,,NSLS-II/nsls2-ci,Umbrella
,,NSLS-II/bluesky-zmq-debian,Umbrella
,,NSLS-II/ispyb-bnl,Umbrella
,,NSLS-II/aps-trial,Umbrella
,,NSLS-II/suitcase-germ,Umbrella
,,NSLS-II/GeRM,Umbrella
,,NSLS-II/suitcase-pyxrf,Umbrella
,,NSLS-II/suitcase-pizza-box,Umbrella
,,NSLS-II/docker-collection,Umbrella
,,NSLS-II/prototype-processing,Umbrella
,,NSLS-II/exceptional,Umbrella
,,NSLS-II/synthetic-data,Umbrella
,,NSLS-II/broker-search,Umbrella
,,NSLS-II/intake-bluesky-cookiecutter,Umbrella
,,NSLS-II/dark-subtraction-demo,Umbrella
,,NSLS-II/vertical-integration,Umbrella
,,NSLS-II/album,Umbrella
,,NSLS-II/bcsio,Umbrella
,,NSLS-II/sciprovenance,Umbrella
,,NSLS-II/lmfit,Umbrella
,,NSLS-II/project-management,Umbrella
,,NSLS-II/pyepics,Umbrella
,,NSLS-II/xspress3,Umbrella
,,NSLS-II/areaDetector,Umbrella
,,NSLS-II/ADFastCCD,Umbrella
,,NSLS-II/seq,Umbrella
,,NSLS-II/epics-on-travis,Umbrella
,,NSLS-II/suitcase-json,Umbrella
,,NSLS-II/suitcase-fabio,Umbrella
,,NSLS-II/summer-interns,Umbrella
,,NSLS-II/sphinx-multibuild,Umbrella
,,NSLS-II/docker-olog-server,Umbrella
,,NSLS-II/ipylus,Umbrella
,,NSLS-II/datamuxer,Umbrella
,,NSLS-II/qcintiming,Umbrella
,,NSLS-II/metadatastore,Umbrella
,,NSLS-II/portable-mds,Umbrella
,,NSLS-II/metadataclient,Umbrella
,,NSLS-II/dataportal,Umbrella
,,NSLS-II/portable-fs,Umbrella
,,NSLS-II/filestore,Umbrella
,,NSLS-II/qtbroker,Umbrella
,,NSLS-II/nbexamples,Umbrella
,,NSLS-II/git-tutorial,Umbrella
,,NSLS-II/metadataservice,Umbrella
,,NSLS-II/conda-prescriptions,Umbrella
,,NSLS-II/replay,Umbrella
,,NSLS-II/nsls2-builder,Umbrella
,,NSLS-II/depfinder,Umbrella
,,NSLS-II/staged-recipes,Umbrella
,,NSLS-II/simioc-docker,Umbrella
,,NSLS-II/pypvserver,Umbrella
,,NSLS-II/conda-ioc,Umbrella
,,NSLS-II/channelarchiver,Umbrella
,,NSLS-II/notebooks,Umbrella
,,NSLS-II/carchivetools,Umbrella
,,NSLS-II/pipelines,Umbrella
,,NSLS-II/wishlist,Umbrella
,,NSLS-II/Bug-Reports,Umbrella
,,NSLS-II/brokerStreamServer,Umbrella
,,rlazur/sbnd_coldfeasic_website,Search Finding
,,wawiesel/ensdf-demo-repo,Search Finding
,,PrenexNormalForm/systematic-uncertainty,Search Finding
,,racoles/NSLSII-CHX-image-tools,Search Finding
,,TheMartinLab/CrystalSim,Search Finding
,,star-controls/glmonitor_new,Search Finding
,,star-controls/sTGC_LV,Umbrella
,,star-controls/MTD,Umbrella
,,star-controls/tpc-blower,Umbrella
,,star-controls/webIocMon,Umbrella
,,star-controls/iocmon,Umbrella
,,star-controls/eTOF_LV,Umbrella
,,star-controls/sTGC_HV,Umbrella
,,star-controls/BBClecroy,Umbrella
,,star-controls/gasread,Umbrella
,,star-controls/caenMonit,Umbrella
,,star-controls/tpc-grid-leak,Umbrella
,,star-controls/epdAlarm,Umbrella
,,star-controls/network-switch-monitor,Umbrella
,,star-controls/tpc_grid_leak_run_18,Umbrella
,,star-controls/alarm-email,Umbrella
Fermi National Accelerator Laboratory,1,,
,,trevorgloe/SULI_fermilab_M4_analysis,Search Finding
Fermi,1616,,
FNAL,350,,
fnal.gov,39,,
,,LArSoft/larsim,Search Finding
,,LArSoft/larrecodnn,Umbrella
,,LArSoft/larevt,Search Finding
,,LArSoft/larnusystematics,Search Finding
,,LArSoft/larsoft,Search Finding
,,LArSoft/larsoft.github.io,Umbrella
,,LArSoft/larwirecell,Search Finding
,,LArSoft/webevd,Umbrella
,,LArSoft/larana,Search Finding
,,LArSoft/lardata,Search Finding
,,LArSoft/lardataalg,Search Finding
,,LArSoft/lardataobj,Search Finding
,,LArSoft/lareventdisplay,Search Finding
,,LArSoft/larexamples,Search Finding
,,LArSoft/larg4,Search Finding
,,LArSoft/larpandora,Search Finding
,,LArSoft/larreco,Search Finding
,,LArSoft/larsim,Umbrella
,,LArSoft/larsimdnn,Search Finding
,,LArSoft/larsimrad,Search Finding
,,LArSoft/larsoftobj,Search Finding
,,LArSoft/larfinder,Umbrella
,,LArSoft/larutils,Search Finding
,,LArSoft/larbatch,Search Finding
,,LArSoft/larcoreobj,Search Finding
,,LArSoft/larcorealg,Search Finding
,,LArSoft/larvecutils,Umbrella
,,LArSoft/larpandoracontent,Umbrella
,,LArSoft/larcore,Umbrella
,,LArSoft/nusystematics,Umbrella
,,LArSoft/systematicstools,Umbrella
,,LArSoft/larreltools,Umbrella
,,LArSoft/laradmin,Umbrella
,,LArSoft/larsoft-architecture-doc,Umbrella
,,LArSoft/larsoft_docs,Umbrella
,,LArSoft/LArPandora.Redmine,Umbrella
,,lyonsquark/RootTreeToR,Search Finding
,,Mu2e/STMDAQ,Search Finding
,,Mu2e/Offline,Umbrella
,,Mu2e/Stntuple,Umbrella
,,Mu2e/otsdaq_mu2e,Umbrella
,,Mu2e/otsdaq_mu2e_tracker,Umbrella
,,Mu2e/mu2e_pcie_utils,Umbrella
,,Mu2e/artdaq_core_mu2e,Umbrella
,,Mu2e/artdaq_mu2e,Umbrella
,,Mu2e/otsdaq_mu2e_stm,Umbrella
,,Mu2e/otsdaq_mu2e_extmon,Umbrella
,,Mu2e/otsdaq_mu2e_crv,Umbrella
,,Mu2e/otsdaq_mu2e_calorimeter,Umbrella
,,Mu2e/MuseConfig,Umbrella
,,Mu2e/mdh,Umbrella
,,Mu2e/TrackerHardwareDB,Umbrella
,,Mu2e/REve,Umbrella
,,Mu2e/CRVHardwareDB,Umbrella
,,Mu2e/CRVteststand,Umbrella
,,Mu2e/TrkAna,Umbrella
,,Mu2e/CaloCalibration,Umbrella
,,Mu2e/Bootstrap,Umbrella
,,Mu2e/FEB_ArtyS7-50,Umbrella
,,Mu2e/dhtools,Umbrella
,,Mu2e/FEB_ArtyS7-50_v23.1,Umbrella
,,Mu2e/Production,Umbrella
,,Mu2e/codetools,Umbrella
,,Mu2e/mu2etools,Umbrella
,,Mu2e/CI,Umbrella
,,Mu2e/otsdaq_mu2e_dqm,Umbrella
